data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1246211,275,PSE1784,1784,"07 April 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,"Palestine News & Information Agency (WAFA)",National,"On Saturday, three Palestinian demonstrators were shot and injured by Israeli forces near the border fence, east of Gaza City.",0,1523310841,PSE
1246210,275,PSE1783,1783,"07 April 2018",2018,1,Riots/Protests,"Protesters (Palestine)","Journalists (Palestine)",6,,,0,60,"Middle East",Palestine,"West Bank",Ramallah,,Ramallah,31.8996,35.2042,1,"Palestine News & Information Agency (WAFA)",National,"On Saturday, dozens of journalists protested in Manara Square in Ramallah to condemn the fatal shooting Palestinian cameraman Yasser Murtaja by Israeli forces.",0,1523310841,PSE
1246209,275,PSE1782,1782,"06 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Quds",,"Abu Dis",31.7622,35.2617,1,"Palestine News & Information Agency (WAFA)",National,"On Friday, at least 21 Palestinians were injured, one by live fire, during clashes with Israeli forces in the town of Abu Dis.",0,1523310841,PSE
1246208,275,PSE1781,1781,"06 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Nablus,,"Kafr Qallil",32.1935,35.2828,1,"Palestine News & Information Agency (WAFA)",National,"On Friday, at least one Palestinian was injured and others suffocated from teargas during clashes with Israeli forces in the villages of Beita and Kafr Qalil.",0,1523310841,PSE
1246207,275,PSE1780,1780,"06 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Ramallah,,"Bayta at Tahta",32.1387,35.2837,1,"Palestine News & Information Agency (WAFA)",National,"On Friday, at least one Palestinian was injured and others suffocated from teargas during clashes with Israeli forces in the villages of Beita and Kafr Qalil.",0,1523310841,PSE
1246206,275,PSE1779,1779,"06 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,"Associated Press Brief; Xinhua; Agency France Presse",International,"Thousands of Palestinians demonstrated along Gaza's eastern border on Friday. Demonstrators piled and set fire to tires to try to obscure the vision of the snipers. Israeli forces opened fire and killed 10 and wounded hundreds more.",2,1523310841,PSE
1246205,275,PSE1778,1778,"06 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip",Rafah,,"Shokat as Sufi",31.2586,34.2824,2,"Associated Press Brief; Xinhua; Agency France Presse",International,"Thousands of Palestinians demonstrated along Gaza's eastern border on Friday. Demonstrators piled and set fire to tires to try to obscure the vision of the snipers. Israeli forces opened fire and killed 10 and wounded hundreds more.",2,1523310841,PSE
1246204,275,PSE1777,1777,"06 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,Khuzaa,31.3069,34.3572,2,"Associated Press Brief; Xinhua; Agency France Presse",International,"Thousands of Palestinians demonstrated along Gaza's eastern border on Friday. Demonstrators piled and set fire to tires to try to obscure the vision of the snipers. Israeli forces opened fire and killed 10 and wounded hundreds more.",2,1523310841,PSE
1246203,275,PSE1776,1776,"06 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","Deir Al Balah",,Maghazi,31.4214,34.3865,2,"Associated Press Brief; Xinhua; Agency France Presse",International,"Thousands of Palestinians demonstrated along Gaza's eastern border on Friday. Demonstrators piled and set fire to tires to try to obscure the vision of the snipers. Israeli forces opened fire and killed 10 and wounded hundreds more.",2,1523310841,PSE
1246202,275,PSE1775,1775,"06 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","North Gaza",,"Bayt Hanun",31.5353,34.5358,2,"Associated Press Brief; Xinhua; Agency France Presse",International,"Thousands of Palestinians demonstrated along Gaza's eastern border on Friday. Demonstrators piled and set fire to tires to try to obscure the vision of the snipers. Israeli forces opened fire and killed 10 and wounded hundreds more.",2,1523310841,PSE
1246201,275,PSE1774,1774,"05 April 2018",2018,1,Riots/Protests,"Rioters (Israel)","Settlers (Israel); Military Forces of Israel (2009-)",5,"Rioters (Palestine)",,5,55,"Middle East",Palestine,"West Bank",Nablus,,Balata,32.2121,35.2856,1,"Palestine News & Information Agency (WAFA)",National,"Hundreds of settlers entered Josephs tomb on Thursday protected by Israeli forces which triggered clashes with Palestinian residents. Israeli forces fired stun grenades and tear gas but no injuries were reported.",0,1523310841,PSE
1246200,275,PSE1773,1773,"05 April 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)","Fishermen (Palestine)",7,78,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,"Ma'an News Agency",National,"Israeli forces opened fire on and injured 3 Palestinian fisherman off the coast of Gaza on Thursday.",0,1523310841,PSE
1246199,275,PSE1772,1772,"04 April 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","North Gaza",,"Bayt Hanun",31.5353,34.5358,2,"Agence France Presse; Xinhua",International,"Overnight on Wednesday, a Palestinian ""vandal"" (term used by Israeli military) was killed by an Israeli air strike in the area of Bayt Hanun in the northern Gaza Strip.",1,1523310841,PSE
1246198,275,PSE1771,1771,"04 April 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)","Farmers (Palestine)",7,78,"Middle East",Palestine,"Gaza Strip","Deir Al Balah",,"Al Burayj",31.4394,34.4031,3,"Palestine News & Information Agency (WAFA)",National,"Non-Violent Activity: Israeli forces on Wednesday opened fire on shepherds while they were grazing their livestock Gaza borders with Israel causing the shepherds no injuries but they were forced to leave.",0,1523310841,PSE
1246197,275,PSE1770,1770,"04 April 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"Gaza Strip",Gaza,,"Az Zaytun",31.4964,34.4522,1,"Palestine News & Information Agency (WAFA)",National,"On Wednesday, Israeli forces opened fire at Palestinians approaching the border east of Zaytun injuring two of them with live fire and others suffered suffocation from tear gas.",0,1523310841,PSE
1246196,275,PSE1769,1769,"04 April 2018",2018,1,Riots/Protests,"Rioters (Israel)","Settlers (Israel)",5,,,0,50,"Middle East",Palestine,"West Bank",Qalqilya,,Farata,32.1907,35.1661,1,"Ma'an News Agency",National,"Settlers from the  Havat Gilad settlement outpost raided Faraata on Wednesday, spraying racist graffiti and slashing car tires.",0,1523310841,PSE
1246128,376,ISR377,ISR377,"04 April 2018",2018,1,Riots/Protests,"Rioters (Israel)","Haredi Jewish Group (Israel)",5,"Civilians (Israel)","Government of Israel (2009-)",7,57,"Middle East",Israel,Jerusalem,Jerusalem,,"Bet Shemesh",31.7307,34.9929,1,"Arutz Sheva",National,"Deputy Minister Meir Porush from United Torah Judaism was attacked in Beit Shemesh by dozens of Haredim opposing his policy on military service. No one was hurt in the altercation.",0,1523310841,ISR
1246127,376,ISR376,ISR376,"04 April 2018",2018,1,Riots/Protests,"Protesters (Israel)","Refugees/IDPs (International)",6,,,0,60,"Middle East",Israel,Jerusalem,Jerusalem,,Jerusalem,31.769,35.2163,1,"Agence France Presse ",International,"On Wednesday hundreds protested against  Netanyahu's cancellation the UN agreement on thousands of African migrants.",0,1523310841,ISR
1246195,275,PSE1768,1768,"03 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Nablus,,Sabastiyah,32.2756,35.1987,1,"Palestine News & Information Agency (WAFA)",National,"Israeli forces on Tuesday raided Sebastia clashing with Palestinian residents.",0,1523310841,PSE
1246194,275,PSE1767,1767,"03 April 2018",2018,1,Riots/Protests,"Rioters (Palestine)",,5,,,0,50,"Middle East",Palestine,"West Bank",Nablus,,"Berakha ",32.1928,35.2654,1,Jpost.com,National,"An empty Israeli military post was set on fire by Palestinians in Har Bracha (Berakha) settlement and settlers were warned to stay inside.",0,1523310841,PSE
1246193,275,PSE1766,1766,"03 April 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Civilians (Israel)","Palestinian Arab Ethnic Group (Israel)",7,78,"Middle East",Palestine,"West Bank",Salfit,,Ariel,32.1,35.1667,2,"Agence France Presse ",International,"A Palestinian citizen of Israel was shot and killed by Israeli soldiers after he crashed a stolen car into a bus stop near Ariel. As he ran from the car he was shot and killed by soldiers.",1,1523310841,PSE
1246192,275,PSE1765,1765,"03 April 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"Gaza Strip","Deir Al Balah",,"Al Burayj",31.4394,34.4031,2,"Agence France Presse ",International,"On Tuesday, a Palestinian demonstrator was shot dead by Israeli forces east of Bureij on the Gaza border. ",1,1523310841,PSE
1246126,376,ISR375,ISR375,"03 April 2018",2018,1,Riots/Protests,"Police Forces of Israel (2009-)",,1,"Rioters (Israel)","Haredi Jewish Group (Israel)",5,15,"Middle East",Israel,Jerusalem,Jerusalem,,Jerusalem,31.769,35.2163,1,"The Times of Israel",National,"Haredim clashed with police in Jerusalem during a demonstration  against performing an autopsy on a baby that drowned in Ashdod. ",0,1523310841,ISR
1246125,376,ISR374,ISR374,"03 April 2018",2018,1,Riots/Protests,"Protesters (International)","Refugees/IDPs (International)",6,,,0,60,"Middle East",Israel,"Tel Aviv","Tel Aviv",,"Tel Aviv",32.0809,34.7806,1,"Press TV; The Times of Israel",National-Regional,"On Tuesday, protesters, including African aslyum seekers, protested in Tel Aviv against Netanyahu's suspension of the UN agreement on the future of thousands of African migrants in Israel. ",0,1523310841,ISR
1246124,376,ISR373,ISR373,"03 April 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Israel)",,3,"Civilians (Israel)","Palestinian Arab Ethnic Group (Israel); Muslim Group (Israel)",7,37,"Middle East",Israel,Haifa,Haifa,,"Umm el Fahm",32.5173,35.1535,1,"Arutz Sheva",National,"On Tuesday an imam was shot dead by unidentified gunmen as he was leaving prayers in Umm al Fahm.",1,1523310841,ISR
1246191,275,PSE1764,1764,"02 April 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"Gaza Strip","Deir Al Balah",,"Al Burayj",31.4394,34.4031,3,Xinhua,International,"At least 12 Palestinian demonstrators were shot and wounded by Israeli gunfire across the eastern border of the Gaza Strip on Monday. ",0,1523310841,PSE
1246190,275,PSE1763,1763,"02 April 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)",,7,78,"Middle East",Palestine,"West Bank",Qalqilya,,"Khirbat Jubarah",32.2685,35.0432,1,"The Times of Israel",National,"Israeli forces shot and injured an unarmed Palestinian man near Khirbat Jubarah. The man ran toward Ten'anim checkpoint which resulted in Israeli forces shooting him. ",0,1523310841,PSE
1246189,275,PSE1762,1762,"02 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)","Students (Palestine)",5,58,"Middle East",Palestine,"West Bank","Al Khalil",,Hebron,31.5294,35.0938,1,"Palestine News & Information Agency (WAFA)",National,"Israeli forces deployed heavily to the Abu Sneina neighborhood of Hebron triggering clashes with residents that caused many including students to suffer from inhaling tear gas.",0,1523310841,PSE
1246188,275,PSE1761,1761,"02 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)","Refugees/IDPs (Palestine)",5,58,"Middle East",Palestine,"West Bank","Al Quds",,Shufat,31.8165,35.2275,1,"Ma'an News Agency",National,"Clashes erupted between Israeli forces and Palestinian residents in different areas across Shufat  refugee camp in response to Israeli raids. ",0,1523310841,PSE
1246123,376,ISR372,ISR372,"02 April 2018",2018,1,Riots/Protests,"Police Forces of Israel (2009-)",,1,"Rioters (Israel)","Haredi Jewish Group (Israel)",5,15,"Middle East",Israel,HaDarom,Ashqelon,,Ashdod,31.7921,34.6497,1,"The Times of Israel",National,"On Monday night Haredim in Ashdod demonstrated against plans for an autopsy on a baby and clashed with police.",0,1523310841,ISR
1246187,275,PSE1760,1760,"01 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","North Gaza",,"Bayt Hanun",31.5353,34.5358,1,"Press TV",Regional,"Israeli forces have injured 49 Palestinians during fresh clashes with demonstrators in Jabalia, Rafah, Khan Yunis and Beit Hanoun.",0,1523310841,PSE
1246186,275,PSE1759,1759,"01 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,"Khan Yunis",31.3402,34.3063,1,"Press TV; Jerusalem Post",National-Regional,"Israeli forces shot a Palestinian demonstrator in the head with live fire during clashes on Sunday near Khan Yunis critically wounding him.",0,1523310841,PSE
1246185,275,PSE1758,1758,"01 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip",Rafah,,Rafah,31.287,34.2595,1,"Press TV",Regional,"Israeli forces have injured 49 Palestinians during fresh clashes with demonstrators in Jabalia, Rafah, Khan Yunis and Beit Hanoun.",0,1523310841,PSE
1246184,275,PSE1757,1757,"01 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip",Gaza,,"Az Zaytun",31.4964,34.4522,2,"Palestine News & Information Agency (WAFA)",National,"A Palestinian was shot and injured by Israeli soldiers during clashes east of al-Zaytoon neighborhood. He was moved a hospital for treatment.",0,1523310841,PSE
1246183,275,PSE1756,1756,"01 April 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","North Gaza",,Jabalya,31.5272,34.4835,2,"Palestine News & Information Agency (WAFA)",National,"Two young Palestinians were injured when they were shot with live bullets during clashes with Israeli forces near Jabalia. ",0,1523310841,PSE
1246182,275,PSE1755,1755,"01 April 2018",2018,1,Riots/Protests,"Rioters (Palestine)",,5,"Civilians (Israel)","Labour Group (Israel)",7,57,"Middle East",Palestine,"West Bank",Ramallah,,Ramallah,31.8996,35.2042,2,"Arutz Sheva",National,"In the Ramallah area, an Israeli bus driver was lightly injured when a Palestinian hit is bus with stones.",0,1523310841,PSE
1246122,376,ISR371,ISR371,"01 April 2018",2018,1,Riots/Protests,"Protesters (Israel)","Palestinian Arab Ethnic Group (Israel)",6,,,0,60,"Middle East",Israel,"Tel Aviv","Tel Aviv",,"Tel Aviv-Jaffa",32.0504,34.7522,1,Jpost.com,National,"On Sunday, a group of Palestinian citizens of Israel protested in Jaffa against the escalation in Gaza.",0,1523310841,ISR
1246121,376,ISR370,ISR370,"01 April 2018",2018,1,Riots/Protests,"Protesters (Israel)",,6,"Protesters (Israel)",,6,66,"Middle East",Israel,"Tel Aviv","Tel Aviv",,"Tel Aviv",32.0809,34.7806,1,Jpost.com,National,"On Sunday, Israeli protesters gathered in front of Jabotinsky House, where the Likud offices are, in Tel Aviv to protest the escalation in Gaza.  A smaller counter-protest was held across the street from them. ",0,1523310841,ISR
1246181,275,PSE1754,1754,"31 March 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","North Gaza",,"Bayt Hanun",31.5353,34.5358,2,"Press TV",Regional,"Israeli forces wounded 49 Palestinian demonstrators on Sunday when they opened fire on Palestinian demonstrators after the demonstrations turned violent near Jalabya, Rafah, Khan Yonis and Beit Hanun.",0,1523310841,PSE
1246180,275,PSE1753,1753,"31 March 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip",Rafah,,Rafah,31.287,34.2595,2,"Palestine News & Information Agency (WAFA)",National,"Five demonstrators were injured by Israeli forces on Saturday to the east of Rafah during clashes. ",0,1523310841,PSE
1246179,275,PSE1751,1751,"31 March 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Qalqilya,,"Kafr Qaddum",32.2216,35.1447,1,"Palestine News & Information Agency (WAFA)",National,"A Palestinian child was injured during clashes between Israeli forces and Palestinian demonstrators in Kafr  Qaddum.",0,1523310841,PSE
1246178,275,PSE1750,1750,"31 March 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","Deir Al Balah",,"Al Burayj",31.4394,34.4031,2,"Palestine News & Information Agency (WAFA)",National,"Israeli forces shot and injured three demonstrators to the east of Gaza City,  to the east of Jabalia, and east of Bureij refugee camp, in the central Strip, during clashes.",0,1523310841,PSE
1246177,275,PSE1749,1749,"31 March 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","North Gaza",,Jabalya,31.5272,34.4835,2,"Palestine News & Information Agency (WAFA)",National,"Israeli forces shot and injured three demonstrators to the east of Gaza City,  to the east of Jabalia, and east of Bureij refugee camp, in the central Strip, during clashes.",0,1523310841,PSE
1246176,275,PSE1748,1748,"31 March 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,"Palestine News & Information Agency (WAFA); Anadolu Agency (AA)",National,"Israeli forces shot and injured three demonstrators to the east of Gaza City,  to the east of Jabalia, and east of Bureij refugee camp, in the central Strip, during clashes.",0,1523310841,PSE
1246175,275,PSE1747,1747,"31 March 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,"Khan Yunis",31.3402,34.3063,2,"Palestine News & Information Agency (WAFA)",National,"Israeli soldiers opened fire at protesters to the east of Khan Younes, injuring three of them with live shots in their feet. Those injured were moved to the hospital for treatment.",0,1523310841,PSE
1246174,275,PSE1746,1746,"31 March 2018",2018,1,"Strategic development","Civilians (Palestine)",,7,,,0,70,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,3,"Ma'an News Agency; Xinhua",National-International,"Strikes: Palestinians held a general strike in Gaza and the West Bank to mourn the 16 Palestinians who were killed on Friday. ",0,1523310841,PSE
1246173,275,PSE1745,1745,"31 March 2018",2018,1,"Strategic development","Civilians (Palestine)",,7,,,0,70,"Middle East",Palestine,"West Bank",Ramallah,,Ramallah,31.8996,35.2042,3,"Ma'an News Agency; Xinhua",National-International,"Strikes: Palestinians held a general strike in Gaza and the West Bank to mourn the 16 Palestinians who were killed on Friday. ",0,1523310841,PSE
1246120,376,ISR369,ISR369,"31 March 2018",2018,1,Riots/Protests,"Protesters (Israel)","Coalition of Women for Peace",6,,,0,60,"Middle East",Israel,HaDarom,Ashqelon,,"Yad Mordekhay",31.589,34.5582,1,Jpost.com,National,"On Saturday, a protest in Yad Mordechai organized by the Coalition of Women for Peace, a feminist ""anti-occupation"" organization,  attracted around 150 Israelis to stand in solidarity with Palestinians in Gaza.",0,1523310841,ISR
1246119,376,ISR368,ISR368,"31 March 2018",2018,1,Riots/Protests,"Protesters (Israel)","Palestinian Arab Ethnic Group (Israel)",6,,,0,60,"Middle East",Israel,Haifa,Haifa,,"Umm el Fahm",32.5173,35.1535,1,"Jerusalem Post",National,"Hundreds of protesters held a protest at al Roha, near Umm el Fahm, where there are plans for an electricity line that demonstrators said endangers 100 hectares of farmland.",0,1523310841,ISR
1246168,275,PSE1740,1740,"30 March 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)",,7,78,"Middle East",Palestine,"West Bank",Nablus,,Qusra,32.0854,35.3301,1,"Palestine News & Information Agency (WAFA)",National,"A Palestinian man was shot in the leg by Israeli forces at the entrance to Qusra village. ",0,1523310841,PSE
1246172,275,PSE1744,1744,"30 March 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,"Agence France Presse; Ma'an News Agency",National-International,"At least 15 Palestinians were killed by Israeli fired during the first day of the ""Great Return March."" There are disputed accounts of whether or not Palestinian demonstrators acted violently. However, video footage shows that many who were shot were not actively engaged in the protests at the time of being shot. Reports state that over 1,000 demonstrators were injured by Israeli forces who used drones to drop tear gas on demonstrators and also used live fire. Protest camps were reported near Beit Hanoun, Maghazi, Khuzaa, Shokat as Sufi, and directly east of Gaza City. 2 additional deaths were reported around Khuzaa, one at Bayt Hanun, and one at Shokat as Sufi, for a total of 19.",3,1523310841,PSE
1246171,275,PSE1743,1743,"30 March 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip",Rafah,,"Shokat as Sufi",31.2586,34.2824,2,"Agence France Presse; Ma'an News Agency; Xinhua",National-International,"At least 15 Palestinians were killed by Israeli fired during the first day of the ""Great Return March."" There are disputed accounts of whether or not Palestinian demonstrators acted violently. However, video footage shows that many who were shot were not actively engaged in the protests at the time of being shot. Reports state that over 1,000 demonstrators were injured by Israeli forces who used drones to drop tear gas on demonstrators and also used live fire. Protest camps were reported near Beit Hanoun, Maghazi, Khuzaa, Shokat as Sufi, and directly east of Gaza City. 2 additional deaths were reported around Khuzaa, one at Bayt Hanun, and one at Shokat as Sufi, for a total of 19.",4,1523310841,PSE
1246170,275,PSE1742,1742,"30 March 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,Khuzaa,31.3069,34.3572,2,"Agence France Presse; Ma'an News Agency",National-International,"At least 15 Palestinians were killed by Israeli fired during the first day of the ""Great Return March."" There are disputed accounts of whether or not Palestinian demonstrators acted violently. However, video footage shows that many who were shot were not actively engaged in the protests at the time of being shot. Reports state that over 1,000 demonstrators were injured by Israeli forces who used drones to drop tear gas on demonstrators and also used live fire. Protest camps were reported near Beit Hanoun, Maghazi, Khuzaa, Shokat as Sufi, and directly east of Gaza City. 2 additional deaths were reported around Khuzaa, one at Bayt Hanun, and one at Shokat as Sufi, for a total of 19.",5,1523310841,PSE
1246169,275,PSE1741,1741,"30 March 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","Deir Al Balah",,Maghazi,31.4214,34.3865,2,"Agence France Presse; Ma'an News Agency",National-International,"At least 15 Palestinians were killed by Israeli fired during the first day of the ""Great Return March."" There are disputed accounts of whether or not Palestinian demonstrators acted violently. However, video footage shows that many who were shot were not actively engaged in the protests at the time of being shot. Reports state that over 1,000 demonstrators were injured by Israeli forces who used drones to drop tear gas on demonstrators and also used live fire. Protest camps were reported near Beit Hanoun, Maghazi, Khuzaa, Shokat as Sufi, and directly east of Gaza City. 2 additional deaths were reported around Khuzaa, one at Bayt Hanun, and one at Shokat as Sufi, for a total of 19.",3,1523310841,PSE
1246167,275,PSE1739,1739,"30 March 2018",2018,1,Riots/Protests,"Protesters (Palestine)",,6,,,0,60,"Middle East",Palestine,"West Bank","Al Khalil",,Hebron,31.5294,35.0938,1,"Palestine News & Information Agency (WAFA)",National,"Land Day protests were held in many locations across the West Bank, including in Qalqilia, Bethlehem, Ramallah, and Hebron.",0,1523310841,PSE
1246166,275,PSE1738,1738,"30 March 2018",2018,1,Riots/Protests,"Protesters (Palestine)",,6,,,0,60,"Middle East",Palestine,"West Bank",Ramallah,,Ramallah,31.8996,35.2042,1,"Palestine News & Information Agency (WAFA)",National,"Land Day protests were held in many locations across the West Bank, including in Qalqilia, Bethlehem, Ramallah, and Hebron.",0,1523310841,PSE
1246165,275,PSE1737,1737,"30 March 2018",2018,1,Riots/Protests,"Protesters (Palestine)",,6,,,0,60,"Middle East",Palestine,"West Bank",Bethlehem,,Bethlehem,31.7049,35.2038,1,"Palestine News & Information Agency (WAFA)",National,"Land Day protests were held in many locations across the West Bank, including in Qalqilia, Bethlehem, Ramallah, and Hebron.",0,1523310841,PSE
1246164,275,PSE1736,1736,"30 March 2018",2018,1,Riots/Protests,"Protesters (Palestine)",,6,,,0,60,"Middle East",Palestine,"West Bank",Qalqilya,,Qalqilyah,32.1897,34.9706,1,"Palestine News & Information Agency (WAFA)",National,"Land Day protests were held in many locations across the West Bank, including in Qalqilia, Bethlehem, Ramallah, and Hebron.",0,1523310841,PSE
1246163,275,PSE1735,1735,"30 March 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Ramallah,,"Bayta at Tahta",32.1387,35.2837,1,"Palestine News & Information Agency (WAFA)",National,"At least 6 Palestinians were injured in clashes between Palestinians and Israeli forces in the Nablus area villages of Qusra, Kafr Qalil, and Beita.",0,1523310841,PSE
1246162,275,PSE1734,1734,"30 March 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Nablus,,"Kafr Qallil",32.1935,35.2828,1,"Palestine News & Information Agency (WAFA)",National,"At least 6 Palestinians were injured in clashes between Palestinians and Israeli forces in the Nablus area villages of Qusra, Kafr Qalil, and Beita.",0,1523310841,PSE
1246161,275,PSE1733,1733,"30 March 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Nablus,,Qusra,32.0854,35.3301,1,"Palestine News & Information Agency (WAFA)",National,"At least 6 Palestinians were injured in clashes between Palestinians and Israeli forces in the Nablus area villages of Qusra, Kafr Qalil, and Beita.",0,1523310841,PSE
1246160,275,PSE1732,1732,"30 March 2018",2018,1,"Violence against civilians","Settlers (Israel)","Military Forces of Israel (2009-)",3,"Civilians (Palestine)","Farmers (Palestine)",7,37,"Middle East",Palestine,"West Bank",Ramallah,,"Turmus Ayya",32.0354,35.2856,1,"Palestine News & Information Agency (WAFA)",National,"Israeli settlers protected by Israeli forces entered the lands of Turmus Ayya on Friday and assaulted farmers who were working in their land. Israeli forces then fired tear gas and rubber coated bullets at the farmers.",0,1523310841,PSE
1246159,275,PSE1731,1731,"30 March 2018",2018,1,"Battle-No change of territory","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2009-)",,8,38,"Middle East",Palestine,"Gaza Strip","North Gaza",,"Bayt Hanun",31.5353,34.5358,2,"Agence France Presse",International,"Two unidentified armed men opened fire on Israeli forces from Gaza inflicting no injuries. Israeli forces fired back. In response, Israeli forces targeted three Hamas sites in Gaza with tank-based artillery fire and airstrikes.",0,1523310841,PSE
