data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1734609,275,PSE3467,3467,"27 July 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,"Jpost.com; Palestine News & Information Agency (WAFA)",National,"Israeli forces carried out an airstrike using a drone east of Gaza city on July 27. The airstrike did not cause any reported injuries.",0,1532986496,PSE
1734610,275,PSE3468,3468,"27 July 2018",2018,1,Riots/Protests,"Protesters (Palestine)",,6,,,0,60,"Middle East",Palestine,"West Bank","Al Quds",,"Al Khan al Ahmar",31.7921,35.3365,1,"Ma'an News Agency",National,"Palestinian demonstrators gathered on a road leading to an illegal Israeli settlement adjacent to the Bedouin village of Khan al-Ahmar east of Jerusalem, on July 27.",0,1532986496,PSE
1734611,275,PSE3469,3469,"27 July 2018",2018,1,Riots/Protests,"Rioters (Palestine)",,5,"Military Forces of Israel (2009-)",,8,58,"Middle East",Palestine,"Gaza Strip","Deir Al Balah",,"Al Burayj",31.4394,34.4031,2,Twitter,Subnational,"An improvised grenade was thrown at Israel forces in the area of ??the fence opposite al-Bureij in the central Gaza Strip on July 27. There are no casualties.",0,1532986496,PSE
1734612,275,PSE3470,3470,"27 July 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Hebron,,Hebron,31.5294,35.0938,1,Twitter,Subnational,"Clashes reported between Israeli forces and Palestinian youth in downtown Hebron on July 27.",0,1532986496,PSE
1734613,275,PSE3471,3471,"27 July 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Ramallah,,"Bir zayt",31.9696,35.1941,1,Twitter,Subnational,"Clashes between Israeli forces and Palestinians were reported in Birzayt on July 27.",0,1532986496,PSE
1734614,275,PSE3472,3472,"27 July 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Qalqilya,,"Kafr Qaddum",32.2216,35.1447,1,"Ma'an News Agency",Subnational,"Clashes broke out in Kufr Qaddum on July 27 following a peaceful demonstration earlier in the day that was suppressed by Israeli forces.",0,1532986496,PSE
1734615,275,PSE3473,3473,"27 July 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"West Bank",Qalqilya,,"Kafr Qaddum",32.2216,35.1447,1,"Ma'an News Agency",Subnational,"Four Palestinians were injured when Israeli forces opened live fire on peaceful demonstrators in Kufr Qaddum on July 27.",0,1532986496,PSE
1734616,275,PSE3474,3474,"27 July 2018",2018,1,Riots/Protests,"Police Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds-Old City",31.7767,35.2342,1,"Agence France Presse",International,"Israeli police closed Al Aqsa mosque for several hours after clashes broke out between worshipers and police on July 27.",0,1532986496,PSE
1734744,376,ISR730,730,"27 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,"Nahal Oz",31.4731,34.4983,1,Twitter,Subnational,"Incendiary devices launched from Gaza sparked 2 fires in Nahal Oz on July 27.",0,1532986496,ISR
1734745,376,ISR731,731,"27 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Beeri,31.4243,34.4916,1,Twitter,Subnational,"Incendiary devices launched from Gaza sparked fires in Beeri, Saad, Alumim, and Kfar Aza on July 27.",0,1532986496,ISR
1734746,376,ISR732,732,"27 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Saad,31.4714,34.5347,1,Twitter,Subnational,"Incendiary devices launched from Gaza sparked fires in Beeri, Saad, Alumim, and Kfar Aza on July 27.",0,1532986496,ISR
1734747,376,ISR733,733,"27 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Alumim,31.4523,34.5138,1,Twitter,Subnational,"Incendiary devices launched from Gaza sparked fires in Beeri, Saad, Alumim, and Kfar Aza on July 27.",0,1532986496,ISR
1734748,376,ISR734,734,"27 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,"Kefar Azza",31.4841,34.5331,1,Twitter,Subnational,"Incendiary devices launched from Gaza sparked fires in Beeri, Saad, Alumim, and Kfar Aza on July 27.",0,1532986496,ISR
1734599,275,PSE3457,3457,"26 July 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Palestine)",,3,"Civilians (Israel)","Settlers (Israel)",7,37,"Middle East",Palestine,"West Bank","Al Quds",,Adam,31.8333,35.2667,1,"Agence France Presse",International,"A Palestinian carried out a knife attack on July 26 stabbing 3 Israeli settlers. 1 of them later died.",1,1532986496,PSE
1734600,275,PSE3458,3458,"26 July 2018",2018,1,"Battle-no change of territory","Settlers (Israel)",,3,"Unidentified Armed Group (Palestine)",,3,33,"Middle East",Palestine,"West Bank","Al Quds",,Adam,31.8333,35.2667,1,"Agence France Presse",International,"The Palestinian who carried out the stabbing attack in Adam was shot and killed by an armed settler who witnessed what happened.",1,1532986496,PSE
1734601,275,PSE3459,3459,"26 July 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)","Fishermen (Palestine)",7,78,"Middle East",Palestine,"Gaza Strip",Rafah,,Rafah,31.287,34.2595,2,"Ma'an News Agency",Subnational,"Non-Violent Activity: Israeli forces reportedly opened fire on Palestinian fishermen on July 26 off the southern coast of Gaza. No injuries were reported.",0,1532986496,PSE
1734602,275,PSE3460,3460,"26 July 2018",2018,1,Riots/Protests,"Protesters (Palestine)","UNRWA: United Nations Relief and Works Agency",6,,,0,60,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,1,"Palestine News Network (PNN)",National,"UNRWA employees continued to demonstrate in front of UNRWA offices in Gaza city on July 26.",0,1532986496,PSE
1734603,275,PSE3461,3461,"26 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,3,Twitter,Subnational,"On July 26, a fire broke out in Gaza due to the explosion of an incendiary device.",0,1532986496,PSE
1734742,376,ISR728,728,"26 July 2018",2018,1,"Remote violence","Hamas Movement",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Magen,31.2991,34.4275,2,"Arutz Sheva; Ma'an News Agency",National,"On July 26, two mortars fired from Gaza by Hamas exploded in open areas of Eshkol regional council. No damages or injuries were reported. Of the other mortars launched, at least one was intercepted by the Iron Dome.",0,1532986496,ISR
1734743,376,ISR729,729,"26 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Niram,31.5196,34.5801,1,Twitter,Subnational,"A fire caused by incendiary devices sent from Gaza sparked in Kibbutz Niram on July 26.",0,1532986496,ISR
1734586,275,PSE3444,3444,"25 July 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,"Hamas Movement",,3,38,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,"Agence France Presse",International,"Three Palestinians were killed in Israeli airstrikes east of Gaza city on July 25. Israeli forces said they hit 7 Hamas targets and that the strikes were in retaliation for shots fired against Israeli soldiers.",3,1532986496,PSE
1734587,275,PSE3445,3445,"25 July 2018",2018,1,"Battle-no change of territory","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2009-)",,8,38,"Middle East",Palestine,"Gaza Strip",Rafah,,"Shokat as Sufi",31.2586,34.2824,2,"Agence France Presse",International,"Unidentified armed men fired at Israeli soldiers in the southern Gaza Strip on July 25. No injuries were reported.",0,1532986496,PSE
1734588,275,PSE3446,3446,"25 July 2018",2018,1,Riots/Protests,"Protesters (Palestine)",,6,,,0,60,"Middle East",Palestine,"Gaza Strip",Rafah,,"Shokat as Sufi",31.2586,34.2824,2,"Arutz Sheva; Jpost.com",National,"Israeli military sources say the sniper that fired at Israeli soldier hid behind a children's protest that was occurring in southern Gaza on July 25.",0,1532986496,PSE
1734589,275,PSE3447,3447,"25 July 2018",2018,1,Riots/Protests,"Protesters (Palestine)","UNRWA: United Nations Relief and Works Agency",6,,,0,60,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,1,BBC,International,"On July 25, UNRWA employees demonstrated against layoffs in front of the Gaza city headquarters. 9 protesters had passed out and were taken to a hospital in Gaza City. The crowd prevented one man from setting himself on fire.",0,1532986496,PSE
1734590,275,PSE3448,3448,"25 July 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"West Bank",Tubas,,"Khirbet ar-Ras al-Ahmar",32.2726,35.4932,1,"Jordan News Agency (Petra)",Regional,"Property Destruction: On July 25, Israeli bulldozers leveled Palestinian land in Ras al Ahmar, southeast of Tubas city, to build a road. Military also demolished water pipes.",0,1532986496,PSE
1734591,275,PSE3449,3449,"25 July 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,"Ma'an News Agency",Subnational,"Property Destruction: On July 25, Israeli bulldozers leveled return camps and Palestinian land east of Gaza city.",0,1532986496,PSE
1734592,275,PSE3450,3450,"25 July 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"West Bank","Al Quds",,"Jabal al-Baba",31.7741,35.2779,1,"Ma'an News Agency",Subnational,"Property Destruction: On July 25, Israeli bulldozers demolished a kindergarten and a women's center in the Jabal al-Baba Bedouin community east of Jerusalem in the central occupied West Bank.",0,1532986496,PSE
1734593,275,PSE3451,3451,"25 July 2018",2018,1,Riots/Protests,"Protesters (Palestine)",,6,,,0,60,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds-Old City",31.7767,35.2342,1,"Palestine News & Information Agency (WAFA)",National,"On July 25, Palestinian children protested outside the police station at Jaffa Gate of the Old City claiming that police attacked them and damaged their bicycles for no reason.",0,1532986496,PSE
1734594,275,PSE3452,3452,"25 July 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)","Fishermen (Palestine)",7,78,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,3,Twitter,Subnational,"Non-Violent Activity: Israeli forces reportedly opened fire on Palestinian fishermen on July 25 off the coast of Gaza. No injuries were reported.",0,1532986496,PSE
1734595,275,PSE3453,3453,"25 July 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip","North Gaza",,"Bayt Lahya",31.5464,34.4951,1,Twitter,Subnational,"Israeli airstrikes reportedly hit Bayt Lahya on July 25.",0,1532986496,PSE
1734596,275,PSE3454,3454,"25 July 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip",Gaza,,"Az Zaytun",31.4964,34.4522,1,Twitter,Subnational,"An Israeli drone strike hit Zaytoun on July 25. No injuries were reported.",0,1532986496,PSE
1734597,275,PSE3455,3455,"25 July 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip","North Gaza",,Jabalya,31.5272,34.4835,2,Twitter,Subnational,"An Israeli drone hit east of Jabalya refugee camp on July 25. No injuries were reported.",0,1532986496,PSE
1734598,275,PSE3456,3456,"25 July 2018",2018,1,Riots/Protests,"Protesters (Palestine)",,6,,,0,60,"Middle East",Palestine,"West Bank",Ramallah,,"Al Bireh",31.9053,35.215,1,Twitter,Subnational,"Israeli forces flew a drone over a demonstration in Al Bireh on July 25.",0,1532986496,PSE
1734734,376,ISR720,720,"25 July 2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",,8,,,0,80,"Middle East",Israel,HaZafon,Kinneret,,Tiberias,32.7922,35.5312,1,"Arutz Sheva",National,"2 errant missiles launched by Syria military forces crashed into the Sea of Galilee near Tiberius on July 25.",0,1532986496,ISR
1734735,376,ISR721,721,"25 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,"Netiv Haasara",31.572,34.5396,1,"Arutz Sheva",National,"Fires broke out due to incendiary devices in Netiv Ha'asara, Moshav Mavkiim and Kibbutz Carmia on July 25.",0,1532986496,ISR
1734736,376,ISR722,722,"25 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Mavqiim,31.6221,34.5782,1,"Arutz Sheva",National,"Fires broke out due to incendiary devices in Netiv Ha'asara, Moshav Mavkiim and Kibbutz Carmia on July 25.",0,1532986496,ISR
1734737,376,ISR723,723,"25 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Karmiyya,31.6044,34.5426,1,"Arutz Sheva",National,"Fires broke out due to incendiary devices in Netiv Ha'asara, Moshav Mavkiim and Kibbutz Karmiyya on July 25.",0,1532986496,ISR
1734738,376,ISR724,724,"25 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,"Beer Sheva",,Kissufim,31.3749,34.3984,2,Twitter,Subnational,"At least one rocket fired from Gaza hit an open area in Israel on July 25.",0,1532986496,ISR
1734739,376,ISR725,725,"25 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,"Beer Sheva",,Kissufim,31.3749,34.3984,1,Twitter,Subnational,"A fire caused by incendiary devices sent from Gaza sparked in Kissufim on July 25.",0,1532986496,ISR
1734740,376,ISR726,726,"25 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Beeri,31.4243,34.4916,1,Twitter,Subnational,"Incendiary devices sparked a fire in Beeri forest on July 25.",0,1532986496,ISR
1734741,376,ISR727,727,"25 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Gvaram,31.5921,34.6124,1,Twitter,Subnational,"Incendiary devices sparked a fire in Gva'ram on July 25.",0,1532986496,ISR
1734581,275,PSE3439,3439,"24 July 2018",2018,1,Riots/Protests,"Protesters (Palestine)","Journalists (Palestine)",6,,,0,60,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,1,"Anadolu Agency (AA)",Regional,"Dozens of Palestinian journalists and civil society activists demonstrated in Gaza City on July 24 against an Israeli ban on the Lebanon-based Al-Quds satellite television channel.",0,1532986496,PSE
1734582,275,PSE3440,3440,"24 July 2018",2018,1,Riots/Protests,"Protesters (Israel)","Settlers (Israel)",6,,,0,60,"Middle East",Palestine,"West Bank",Jenin,,Sanur,32.3561,35.2454,1,Jpost.com,National,"Some two hundred activists and settlers held a one day demonstration on the ruins of the West Bank settlement of Sa-Nur, as part of a campaign to force the government to rebuild the community on July 24.",0,1532986496,PSE
1734583,275,PSE3441,3441,"24 July 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,"Unidentified Armed Group (Palestine)",,3,38,"Middle East",Palestine,"Gaza Strip","North Gaza",,"Bayt Hanun",31.5353,34.5358,2,"Jpost.com; Ma'an News Agency",National,"Israeli forces attacked incendiary device launchers on July 24 near Bayt Hanun. No injuries were reported.",0,1532986496,PSE
1734584,275,PSE3442,3442,"24 July 2018",2018,1,Riots/Protests,"Protesters (Palestine)","UNRWA: United Nations Relief and Works Agency",6,,,0,60,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,1,"Palestine News & Information Agency (WAFA)",National,"Dozens of UNRWA employees on July 24 demonstrated inside the agency's office in Gaza city to protest the plan to terminate dozens of employee's contracts.",0,1532986496,PSE
1734585,275,PSE3443,3443,"24 July 2018",2018,1,Riots/Protests,"Protesters (Palestine)","National Commission for the Great Return March",6,,,0,60,"Middle East",Palestine,"Gaza Strip","North Gaza",,"Bayt Hanun",31.5353,34.5358,1,Xinhua,International,"Hundreds of Palestinian children demonstrated on July 24 at the Bayt Hanun checkpoint against the blockade of Gaza. The demonstration was organized by the National Commission for the Great March of Return.",0,1532986496,PSE
1734733,376,ISR719,719,"24 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,"Nahal Oz",31.4731,34.4983,2,Twitter,Subnational,"On July 24, two fires likely sparked by incendiary devices from Gaza occurred in and on the outskirts of Nahal Oz.",0,1532986496,ISR
1734574,275,PSE3432,3432,"23 July 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Bethlehem,,"Mukhayyam ad Duhayshah",31.6936,35.1838,1,"Agence France Presse",International,"Israeli forces shot dead a Palestinian 15 year old after clashes broke out following a raid in Dheisheh refugee camp on July 23. A number of others were injured.",1,1532986496,PSE
1734575,275,PSE3433,3433,"23 July 2018",2018,1,Riots/Protests,"Protesters (Palestine)","UNRWA: United Nations Relief and Works Agency",6,,,0,60,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,1,"Anadolu Agency (AA)",Regional,"UNRWA employees demonstrated against plans to terminate the contracts of dozens of workers on July 23 in front of Gaza City headquarters.",0,1532986496,PSE
1734576,275,PSE3434,3434,"23 July 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,"Unidentified Armed Group (Palestine)",,3,38,"Middle East",Palestine,"Gaza Strip","North Gaza",,Jabalya,31.5272,34.4835,1,"BBC; Ma'an News Agency",Subnational-International,"On July 23, Israeli forces targeted a Jabalya site near the Gaza-Israel border where Palestinians were launching incendiary kites. Two Palestinians were reported injured.",0,1532986496,PSE
1734577,275,PSE3435,3435,"23 July 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)",,7,78,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,"Ma'an News Agency",Subnational,"A Palestinian was reportedly shot by Israeli forces and injured near the border east of Gaza city on July 23.",0,1532986496,PSE
1734578,275,PSE3436,3436,"23 July 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)",,7,78,"Middle East",Palestine,"Gaza Strip","Deir Al Balah",,"Al Burayj",31.4394,34.4031,2,"Ma'an News Agency",Subnational,"A Palestinian was reportedly shot by Israeli forces and injured near the border east of Al Buryj refugee camp on July 23.",0,1532986496,PSE
1734579,275,PSE3437,3437,"23 July 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Tulkarm,,Tulkarm,32.3104,35.0286,1,"Palestine News & Information Agency (WAFA)",National,"Clashes broke out in Tulkarem after Israeli forces raided the villages on July 23. A number of Palestinians suffered from tear gas inhalation but no serious injuries were reported.",0,1532986496,PSE
1734580,275,PSE3438,3438,"23 July 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip",Gaza,,Al-Shujaiyya,31.4944,34.5111,2,"Ma'an News Agency",Subnational,"On July 23, Israeli forces fired flash bombs above Shujayya and shelled near the border fence. No injuries were reported.",0,1532986496,PSE
1734730,376,ISR716,716,"23 July 2018",2018,1,Riots/Protests,"Police Forces of Israel (2009-)",,1,"Rioters (Israel)","Palestinian Arab Ethnic Group (Israel)",5,15,"Middle East",Israel,HaZafon,Akko,,Sakhnin,32.8642,35.2971,1,BBC,International,"Clashes broke out at a home demolition in Sakhnin on July 23. Israeli police injured 5 Palestinian citizens of Israel when clashes broke out at a home demolition in the Arab village in Israel.",0,1532986496,ISR
1734731,376,ISR717,717,"23 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Dorot,31.5065,34.6456,1,Twitter,Subnational,"An incendiary device launched from Gaza on July 23 caused a fire in Dorot forest.",0,1532986496,ISR
1734732,376,ISR718,718,"23 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Sderot,31.525,34.5969,1,Twitter,Subnational,"An incendiary device launched from Gaza on July 23 caused a fire in Sderot.",0,1532986496,ISR
1734572,275,PSE3430,3430,"22 July 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,"Unidentified Armed Group (Palestine)","Refugees/IDPs (Palestine)",3,38,"Middle East",Palestine,"Gaza Strip","North Gaza",,Jabalya,31.5272,34.4835,1,"Anadolu Agency (AA); Jpost.com",National-Regional,"At least two Palestinians were injured in Israeli airstrikes on Jabalya refugee camp on July 22. Israeli forces said the strikes came in response to and targeted those responsible for arson balloons launched from the area.",0,1532986496,PSE
1734573,275,PSE3431,3431,"22 July 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Hebron,,"Bayt Ummar",31.6233,35.1045,1,"Jordan News Agency (Petra)",Regional,"Clashes erupted in Bayt Ummar after an Israeli raid in the village on July 22. Scores of Palestinians suffered tear gas inhalation.",0,1532986496,PSE
1734725,376,ISR711,711,"22 July 2018",2018,1,Riots/Protests,"Protesters (Israel)",,6,,,0,60,"Middle East",Israel,"Tel Aviv","Tel Aviv",,"Tel Aviv",32.0809,34.7806,1,"Agence France Presse",International,"An estimated 60,000 Israelis demonstrated and held a one day strike on July 22 in Tel Aviv against a law denying surrogacy to gay couples.",0,1532986496,ISR
1734726,376,ISR712,712,"22 July 2018",2018,1,Riots/Protests,"Protesters (Israel)",,6,"Police Forces of Israel (2009-)",,1,16,"Middle East",Israel,Jerusalem,Jerusalem,,Jerusalem,31.769,35.2163,1,"Associated Press International",International,"Hundreds of demonstrators gathered in front of the Prime Minister's residence in Jerusalem on July 22 to protest against a bill prohibiting gay men from using a surrogate to have children. Israeli police said two people were detained and then released.",0,1532986496,ISR
